Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
28,tt0042804,2025-06-11,2025-06-11,,"The Young and the Damned","Los olvidados",https://www.imdb.com/title/tt0042804/,Movie,8.2,80,1950,"Crime, Drama",23222,1952-03-24,"Luis Buñuel",9,2025-09-04
29,tt0441909,2025-06-11,2025-06-11,,"Volver","Volver",https://www.imdb.com/title/tt0441909/,Movie,7.6,121,2006,"Comedy, Drama",111368,2007-01-26,"Pedro Almodóvar",8,2020-07-12
30,tt0256009,2025-06-11,2025-06-11,,"The Devil's Backbone","El espinazo del diablo",https://www.imdb.com/title/tt0256009/,Movie,7.4,106,2001,"Drama, Horror, Thriller",73878,2001-04-20,"Guillermo del Toro",,
31,tt3810810,2025-06-11,2025-06-11,,"Nobody's Watching","Nadie nos mira",https://www.imdb.com/title/tt3810810/,Movie,6.6,102,2017,"Drama",1254,2017-09-08,"Julia Solomonoff",,
32,tt0318462,2025-06-11,2025-06-11,,"The Motorcycle Diaries","Diarios de motocicleta",https://www.imdb.com/title/tt0318462/,Movie,7.7,126,2004,"Adventure, Biography, Drama",107701,2004-10-15,"Walter Salles",8,2025-06-09
33,tt10767168,2025-06-11,2025-06-11,,"La Llorona","La llorona",https://www.imdb.com/title/tt10767168/,Movie,6.6,97,2019,"Crime, Drama, Horror, Thriller, War",8717,2020-08-06,"Jayro Bustamante",,
34,tt0188030,2025-06-11,2025-06-11,,"Butterfly","La lengua de las mariposas",https://www.imdb.com/title/tt0188030/,Movie,7.6,96,1999,"Drama, War",10391,2000-08-18,"José Luis Cuerda",,
35,tt0056732,2025-06-11,2025-06-11,,"The Exterminating Angel","El ángel exterminador",https://www.imdb.com/title/tt0056732/,Movie,8.0,95,1962,"Drama, Fantasy",37450,1967-08-21,"Luis Buñuel",,
36,tt0245712,2025-06-11,2025-06-11,,"Amores Perros","Amores perros",https://www.imdb.com/title/tt0245712/,Movie,8.0,154,2000,"Drama, Thriller",269623,2001-04-13,"Alejandro G. Iñárritu",,
37,tt0103994,2025-06-11,2025-06-11,,"Like Water for Chocolate","Como agua para chocolate",https://www.imdb.com/title/tt0103994/,Movie,7.1,105,1992,"Drama, Romance",20054,1993-05-28,"Alfonso Arau",,
38,tt3074610,2025-06-11,2025-06-11,,"Bad Hair","Pelo malo",https://www.imdb.com/title/tt3074610/,Movie,6.9,93,2013,"Drama",2555,2014-04-25,"Mariana Rondón",,
39,tt4373466,2025-06-11,2025-06-11,,"Los reyes del pueblo que no existe","Los reyes del pueblo que no existe",https://www.imdb.com/title/tt4373466/,Movie,7.1,83,2015,"Documentary, Drama",119,2015-03-15,"Betzabé García",,
40,tt1305806,2025-06-11,2025-06-11,,"The Secret in Their Eyes","El secreto de sus ojos",https://www.imdb.com/title/tt1305806/,Movie,8.2,129,2009,"Drama, Mystery, Romance, Thriller",236921,2010-05-21,"Juan José Campanella",9,2025-02-06
41,tt3499048,2025-06-11,2025-06-11,,"Gueros","Güeros",https://www.imdb.com/title/tt3499048/,Movie,7.5,106,2014,"Comedy, Drama",5683,2015-03-20,"Alonso Ruizpalacios",,
42,tt4698584,2025-06-11,2025-06-11,,"Neruda","Neruda",https://www.imdb.com/title/tt4698584/,Movie,6.8,107,2016,"Biography, Crime, Drama, History, Thriller",11398,2016-08-11,"Pablo Larraín",,
43,tt0103791,2025-06-11,2025-06-11,,"Belle Epoque","Belle Epoque",https://www.imdb.com/title/tt0103791/,Movie,7.1,109,1992,"Comedy, Drama, Romance",11967,1994-02-25,"Fernando Trueba",9,2025-08-05
44,tt6062774,2025-06-11,2025-06-11,,"Monos","Monos",https://www.imdb.com/title/tt6062774/,Movie,6.8,102,2019,"Adventure, Drama, Thriller",19624,2019-08-15,"Alejandro Landes",,
45,tt7875464,2025-06-11,2025-06-11,,"The Heiresses","Las herederas",https://www.imdb.com/title/tt7875464/,Movie,6.6,98,2018,"Drama",3383,2019-01-16,"Marcelo Martinessi",,
46,tt0287467,2025-06-11,2025-06-11,,"Talk to Her","Hable con ella",https://www.imdb.com/title/tt0287467/,Movie,7.9,112,2002,"Drama, Mystery, Romance",120670,2003-02-14,"Pedro Almodóvar",8,2025-05-01
47,tt11394298,2025-06-11,2025-06-11,,"The Mole Agent","El agente topo",https://www.imdb.com/title/tt11394298/,Movie,7.5,84,2020,"Documentary",10107,2020-09-01,"Maite Alberdi",,
48,tt0247586,2025-06-11,2025-06-11,,"Nine Queens","Nueve reinas",https://www.imdb.com/title/tt0247586/,Movie,7.9,114,2000,"Crime, Drama, Thriller",61068,2000-08-31,"Fabián Bielinsky",,
49,tt4323594,2025-06-11,2025-06-11,,"I'm No Longer Here","Ya no estoy aquí",https://www.imdb.com/title/tt4323594/,Movie,7.3,112,2019,"Drama",10106,2020-05-27,"Fernando Frias",,
50,tt9845398,2025-06-11,2025-06-11,,"End of the Century","Fin de siglo",https://www.imdb.com/title/tt9845398/,Movie,6.8,84,2019,"Drama",4338,2019-08-16,"Lucio Castro",,
51,tt3314958,2025-06-11,2025-06-11,,"Mala Mala","Mala Mala",https://www.imdb.com/title/tt3314958/,Movie,6.7,87,2014,"Documentary, Biography, Drama, News",696,2015-07-01,"Antonio Santini, Dan Sickles",,
52,tt1854513,2025-06-11,2025-06-11,,"Blancanieves","Blancanieves",https://www.imdb.com/title/tt1854513/,Movie,7.5,104,2012,"Drama, Fantasy",12011,2012-09-28,"Pablo Berger",,
53,tt0369702,2025-06-11,2025-06-11,,"The Sea Inside","Mar adentro",https://www.imdb.com/title/tt0369702/,Movie,8.0,126,2004,"Biography, Drama",87735,2005-03-04,"Alejandro Amenábar",8,2025-05-01
54,tt2059255,2025-06-11,2025-06-11,,"No","No",https://www.imdb.com/title/tt2059255/,Movie,7.4,118,2012,"Drama, History",26900,2012-08-09,"Pablo Larraín",,
55,tt0095675,2025-06-11,2025-06-11,,"Women on the Verge of a Nervous Breakdown","Mujeres al borde de un ataque de nervios",https://www.imdb.com/title/tt0095675/,Movie,7.5,88,1988,"Comedy, Drama",49547,1988-11-11,"Pedro Almodóvar",10,2020-07-12
